audio_path,cefr_label,topic,transcript
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK1_061_B1_1.mp3,B1,smoking in restaurants," I disagree with this statement, because some people like smoking after eat something, while smoking sometimes drink.  But it is important to divide smoking people and not smoking people.  Because some people don't like smoke, and it is not good, it is bad for health.  Smoke is not good, but for health. But some people, for some people..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK2_065_B1_1.mp3,B1,smoking in restaurants," When smoking is banned, smoking will create a lot of dangerous things and hazardous diseases for humans.  Because I think the one who is smoking is very disturbing people and it can cause and it can damage another one.  A book, I am a person from the city that produces cigarettes but I really agree when smoking is banned and it prohibited in our country."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ2_076_B1_1.mp3,B1,part-time employment," Yeah, I agree with that statement, another reason is if the student comes from poor families,  it will help them so much because the student can also learn about the real job that they  will face in the future after they call it. That is my statement about applying job.  It is so much help for their parents and also for themselves, for the students."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_019_B1_1.mp3,B1,part-time employment," I think that our job is pretty fast to run something like that in the future.  If we have a bad time job, we can learn many things, and we can know many people, and we  know how to get along with the people and learn more things like the job.  We cannot only learn the major in our school, but also in the social school.  So I think the hard job is important for the college students.  Yes, for me, I have a bad time job, and I learned many things, and I have a bad time job.  I can know many people."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_098_B1_1.mp3,B1,part-time employment, I agree with your opinion that it is important that the university students have part-time  job because part-time job is our school life.  A part-time job makes our school life is very fun and happy.  Part-time job gets us to get money and we can do many things by the payment.  That's why...
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_061_B1_1.mp3,B1,smoking in restaurants," I disagree with this statement, not smoking, out of the sun, because for some people it  is so important for smoking after non-jordina and river drinking, yes, but it is important  to divide smoking people and not smoke people, because smoking is bad for our health, so  not smoke people usually hate, usually often hate smoke. All people, all people become  called for it is very important."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_045_B1_1.mp3,B1,part-time employment," I disagree with this opinion because first-time job sacrifice is a precious time for university students.  So if enough university students have enough money and they don't need to do a part-time job,  I think if the students have many other important things, then part-time job."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK1_034_B1_1.mp3,B1,smoking in restaurants," I really not like and disagree with people who smoke exclusively due to smoke in public  place.  Because in addition to harming his or her life path can harm others and I think they  still agree.  And the effect of cigarettes is more dangerous for passive smokers than active smokers.  The example effect of smoke, like cancer and important maybe, I can go.  I disagree about smoke because it can make it a good process for all money.  And of course 300,000 to 500,000 copies per month just to buy cigarettes.  And with the..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_036_B1_1.mp3,B1,part-time employment," I agree with his opinion and I think part-time job is important for college students because  college students can make money by doing part-time jobs.  Secondly, working is very important for college students because college students is the very before and the very time before  people start to work. So I agree with his opinion."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_THA_N200/SM_THA_PTJ1_006_B1_1.mp3,B1,part-time employment," Yes, I agree with that, because now today,  students in college have a lot of jobs to do,  like they have a project to do.  Maybe they have to spend their money to do what they want,  because if they use money that their parents give them,  it's not enough for them.  Because it's like if you do some project,  you have to spend money more than they give to you.  Maybe they give you $200 that you have to use by pilot,  or maybe like that you have to prepare to spend it by yourself.  So you have to do a time job for that money."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_071_B1_1.mp3,B1,smoking in restaurants," I think smoking forbidden is necessary for everybody.  Smoking is not only harmful for the smokers, but only the people around them.  As we all know, the second hand smoking is even more harmful than smoking still.  What's more, if the students start smoking, then they will smoke each and all their lives.  And I think smoking is not good for our, for our dressing.  It makes our choice, you know?"
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_PTJ1_012_B1_1.mp3,B1,part-time employment," I agree with this statement.  When it comes to the part-time job, I think it is essential to students.  We can learn diverse ways of life from a part-time job and meet several people who have different  personality and we can be given a lot of advice from people who have a lot of experience than us.  As a result, we can make a dream come true, little by little, and we will be able to fill out a  rhythm with large stories.  So this is why I choose to be."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_131_B1_1.mp3,B1,smoking in restaurants," I agree with the latest statement, like smoking should be abandoned in the old world.  I think smoking is bad for our health, especially the men.  Many, many people, especially men smoking a lot everywhere, in every public area, in whole, at whole.  So not only is that their health, that their family and others, what's more smoking, what's more smoking is a bad habit, I think.  People..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_003_B1_1.mp3,B1,smoking in restaurants," Although I know smoking is bad for people's health, I think it is impossible to ban smoking at all the restaurants in the country.  First of all, many men's smoke is in effect, and many of them come from Australian theology from smoking.  And they go to the restaurant for many reasons, such as business, friends' parties, and so on.  If a restaurant is smoking, it means that this restaurant may lose many customs.  Therefore, the restaurant may choose not to ban smoking in order to make more profit.  Besides, if a government is willing to give up these profits..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ1_027_B1_1.mp3,B1,part-time employment," I think in my view of the point, I think it's important for college students to have a part-time job.  Because that should do something different in their life of college and learn something different outside of class.  And I think that can get signs of achievement.  If me, I would decide to try for better or worse.  That can train their ability of communication with guests.  Ability of interview with their both.  I think the ability is important when you graduate."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_133_B1_1.mp3,B1,part-time employment," I agree this topic. Why? Because the reason is 2. First, university students have to need money.  University students play karaoke, play bowling, play the club, they need money.  And secondly, university students learn to society.  And, part-time job is to work with the heart, and work is very easy."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ1_018_B1_1.mp3,B1,part-time employment," I do really have a feeling that it is fairly important for, you know, especially college  students to have to work part-time, especially, you know, when there are those who are somehow,  you know, their parents, whose parents are, you know, somehow pretty overprotective.  And this is one that I do not like and never, I think that every person and every college  student are to get trained and they may have to be tolerant when they've never been confronted  with troubles or difficulties, no matter where or what they have done.  And, you know, personally, I also work.  I have got three part-time jobs at the moment.  I would like to consider it as a challenge, you know, because I have to handle it with all the stress."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_003_B1_1.mp3,B1,part-time employment," I hold the view that college students should pay part-time jobs.  I think it is very important for them.  Part-time jobs can help college students to make money.  These money can reduce the burden to their families to some degree.  Moreover, making money by college students can help them know the difficulties of making a life by their own,  which can contribute to saving.  On the other hand, I think it is a good chance for college students to experience society and gain experience.  It is very important for their future, because they can experience society in a hard way."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_PTJ1_005_B1_1.mp3,B1,part-time employment," I think part-time job is necessary.  In campus life, need money.  If you are further very rich, they don't need part-time job.  But almost students need money to fee, intuition fee, or they need money to use their living.  Because you are even distant, want to make things.  If you want to play soccer."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_SMK2_003_B1_1.mp3,B1,smoking in restaurants," Yes, I'm definitely a queen because it is not only a fact to the smoker but for the  others too.  For the environment too or around the smoker too.  I never agree for this because my father is a bad smoker so that I want to, the smoking  has to be pain in Indonesia, especially Indonesia because when smoking is bad in Indonesia everyone  can not speak, can not smoke.  I think the environment will be better, the environment will be better, we have a better  environment, better future, better life actually because Indonesia has a lot of companies that  produce cigarettes, it's very, very bad.  I want to pay in this, I want to make this pro, I want to try it, I want to leave it.  Indonesia has to be better before it will be green until I see it."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_099_B1_1.mp3,B1,part-time employment," But I disagree with it. Some people may think that the part-time job could be economic pressure.  But in my opinion, education is not enough.  And education is an investment. It lives with them a lot of time and energy doing it.  It's a part-time job."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_059_B1_1.mp3,B1,smoking in restaurants," From my perspective, I think it is absolute that smoking should be at a completely end  over restaurants in the country.  The reasons are as follows.  Firstly, smoking in public places, especially restaurants, is very helpful for both smokers  and non-smokers.  And smoking can trigger many kinds of cancers.  However, second hand of smoke is more toxic.  And smoking in public places, like home and the holidays and restaurants,  may lead a serious consequence to the interpersonal relationship of smokers.  Smoking in a public office may cause hatred between non-smokers and smokers.  So I think it is absolute that smoking should be banned completely."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_026_B1_1.mp3,B1,part-time employment," Many college students have a part-time job in Taiwan, but there are also many college  students in Taiwan.  They do well on their part-time job, but they don't do well on their study.  That is a very bad thing, I think.  But because there are students and the part-time job is not their matter, many of them can  graduate from this college.  So I think that it is important for college students to have a part-time job, but there  is also another important thing is the college students should also be good at the matter  as well as the matter structure in their study."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_041_B1_1.mp3,B1,part-time employment," I disagree with this statement, because I think college students should study firstly.  It is a good thing for one work, but we should study, so I think if we work, we learn something new,  but we lose studying time, so we can work after graduating, but we can't study after graduating,  so I think we should study. This sleeping time is not good for studying,  so we think about studying firstly."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_111_B1_1.mp3,B1,smoking in restaurants," I don't know how to read that, but I'm not sure if you can read all of it at every time.  And my father is so happy for correct that I heard it from the second time.  Or maybe it's good.  And that is just hot.  And I personally don't like smoking, and I also like to smoke.  Actually, I don't like smoking that much.  Just for now, I don't like smoking that much.  So I don't like smoking that much."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_059_B1_1.mp3,B1,part-time employment," From my point of view, I don't think it is very important for college students to have  a part-time job because we, the students, are not workers.  Our task is to be well-educated, not to make money as much as we can.  So absolutely, we should concentrate on our study and competition.  Part-time jobs, sometimes most part-time jobs are very easy.  So you can be improved through those jobs.  That is to say you can get a higher level when you do those jobs.  So I think it is not very important for us to get a part-time job during the life in our college.  So I think it is important for us to have a part-time job during the life in our college."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_PTJ1_028_B1_1.mp3,B1,part-time employment," I don't write, I don't agree with this statement because part-time job is so hard so we can  wake up in the next morning so we can't often attend the class so we can't study  in university. That's why I think it's not important for university students."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_031_B1_1.mp3,B1,part-time employment," I don't agree with this point, because I think the part-time job is not necessary.  Every person in college should spend their more time in study.  If we choose some part-time job now, we only can choose the job, such as the wheelchair in the restaurant.  This is not a professional job. It cannot give us some good help.  But this job can give us some experience of the society.  So if we have spare time, I think we can choose some of the part-time job.  But I agree with that we should learn more in college."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_137_B1_1.mp3,B1,smoking in restaurants," Today, smoking is a widespread habit all over the world, not only the youth, but also middle school students have been engaged in smoking.  Many of them think that smoking is a smart symbol. However, smoking is harmful to one's health.  It contributes a lot of languages from which many people have died in the past years.  It also causes many diseases in the world if you smoke.  You do have a much greater chance of losing your health.  So, just stop smoking and you can live a wonderful health in life, especially for my roommates.  I want to share some words to them.  Do not smoke, it is a dumb machine. Our dumb machine is so disgusting."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_116_B1_1.mp3,B1,smoking in restaurants," I agree with the idea that smoking should be completely banned at all restaurants and countries.  I have some reasons.  First, smoking is bad for our health, especially for children.  It is very bad to smoke.  Also, some people don't like smoking.  Second, not smoking can save money.  They can save money and use money for their hobby or leisure.  For these reasons, I agree with the idea that smoking should be completely banned at all restaurants and countries."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_SMK2_037_B1_1.mp3,B1,smoking in restaurants," I don't believe that banning of smoking in restaurants  will do any good because I don't think there are  restaurants these days that have smoking  and non-smoking area, I mean a smoking area,  just for the whole restaurant.  Restaurants these days have like a secluded area  for people who prefer to smoke while they're eating.  So I don't think it's right to ban it  because there's no point in banning smoking in restaurants  because it happened everywhere else anyway  and people don't actually have places.  People don't actually need to smell the smoke  if they don't want to because it's an open air  then if they don't want to smell smoke  then they stay away from people who smoke.  Restaurants these days are better  and they're smarter than that  and the separate people who are smoking from the..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_072_B1_1.mp3,B1,smoking in restaurants," I agree with this statement.  We can't enjoy eating in the restaurant if we smoke.  Smoking makes our sense very much.  And we may absorb the smoke.  We may absorb smoke if we don't smoke.  So in the restaurant, we should start smoking.  Call the country.  This is my opinion."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_SMK1_078_B1_1.mp3,B1,smoking in restaurants," I think there is smoking should be completely at all restaurants, because the smoking is  there for everybody, and if someone smokes in the restaurant, that will influence other  people, like children and pregnant people, it's very bad for children, and they will  also influence our eating, they will influence, it smells very bad, and for example if I smell"
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_001_B1_1.mp3,B1,part-time employment," Because I know lots of my friends have a lot of concerns and have a more independent knife,  they are willing to share their interest in what is shared with me.  In a work knife, they made many difficulties.  They would try to do something on their own.  Different kinds of setbacks, better than most jobs and a goal is on everything afterwards.  I feel some passion of myself.  I like to be independent, but it is difficult for me.  I live under my patients' parents' wings, then hide mine.  My parents ran everything for me. Let me depend on them for food and clothing.  I know I can't go on like this if I couldn't get rid of the protect from them.  I can't be independent.  We all know we have carried my wings for this reason."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK2_100_B1_1.mp3,B1,smoking in restaurants," I can't agree with this measure, and this measure is not proper in both, I think, because  there are many different people in our lives for public spaces.  We can stop them smoking because it's a public place for all the people, but I think if they  are in their home, I think they have their right to smoke.  So I think many people in the society have heavy pressure.  They need one that has to relax themselves.  If we derive this right of them, I think it's too cruel for them, and some other people in  our society."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ2_087_B1_1.mp3,B1,part-time employment," I still agree that it is important for college students to have a part-time job because, you know, I said that is a responsibility to decrease your parents' pressure.  I had a part-time job when I left some of the cash-in.  And it's hard, it's harder than, it's hard, but I think sometimes it is not, oh, oh, you'll kill me."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ1_083_B1_1.mp3,B1,part-time employment," I agree with that college students should have a part-time job in their daily life because  most of my classmates or other friends will have one or two part-time jobs every weekend  such as a tutor or something else like to walk in a restaurant or in school.  First, I think the part-time job will help us earn money as a college student in Shanghai.  Every month we will have to spend a lot of money in our study or our life so it's also  a burden for our parents so we have a part-time job to earn enough money."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_THA_N200/SM_THA_PTJ2_045_B1_1.mp3,B1,part-time employment," Nowadays, many countries have a bad economy, such as killing no working people.  So, I mean, people shouldn't have one job for working.  We should have another job for working.  So, I think we should have work for our life, and or we have a part-time job for making money,  to shopping, traveling, and for use in our family and with friends.  I think a part-time job that we make is to be easy to work, such as we..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_JPN_N600/SM_JPN_SMK2_015_B1_2.mp3,B2,smoking in restaurants," I think smoking in the restaurant should be banned, because my first reason is that there are not only adults, but also children in restaurants.  So many non-smokers must be uncomfortable by the smoking people.  And the second reason is that he smells not good in the lunchtime, so he is not that good at restaurants, so we should separate."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_SMK2_067_B1_2.mp3,B2,smoking in restaurants," As I said a while ago, smoking should really be banned all over the country.  However, in restaurants, sometimes restaurants allow smokers to use cigarettes inside because  they will have more business if they do so, and some restaurants, especially bars, really  need to allow these smokers inside their vicinity since they will gain more relationship  and profit as these smokers want to smoke inside the bars or restaurants.  But overall, in the public areas or streets, they should ban these smokers as they affect"
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_IDN_N400/SM_IDN_PTJ2_017_B1_2.mp3,B2,part-time employment," Well, I've agreed with that state that every student has a side job because if we have  a side job, we can be more knowledge about what exactly and how exactly the situation  of it is, then we can also enhance our experience in working and we can get our own money from  death and we can help our parents, we can also buy anything with our own money and  we don't need our parents money, so we are very, very, we are very, very can stand alone  without our parents' help and for me to..."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_046_B1_2.mp3,B2,smoking in restaurants," Okay, then I will tell you something about my opinion about this question.  I agree with this opinion, so I think smoke should be banned in the country.  Then I will tell you some reason about it.  First, I will say I don't smoke.  It's bad for our health.  And I don't like people smoke in the public space.  Then second, I think smoke in the public space disturbs others.  So they shouldn't do that thing.  Third, I think smoke makes the environment poor, so it should be banned in the country.  That's my opinion about this question."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PAK_N400/SM_PAK_PTJ1_051_B1_2.mp3,B2,part-time employment," Yes, I agree with this topic that college students should have a part-time job because  I think that age when they are growing up and growing to be mature, they should learn  how to have a career, how to make their career, how to make a life in which they can have  a job, have a career and how they can earn their livelihood.  That's a part-time job that is kind of for their practice for jobs.  They can earn and they can study at the same time, but they should learn how to manage  their time for their studies and for both the jobs, both the activities.  And I think that's really important for the students because this can also help them earn  a livelihood as well as support in their studies and their financial careers."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_SMK1_006_B1_2.mp3,B2,smoking in restaurants," Should smoking be completely banned in restaurants?  Wow, that is a tough question.  So, smoking should not be banned in restaurants, in my honest opinion.  We are people that need smoking as a medication.  I believe that smoking areas should be just far from the regular dining area in which a non-smoker would usually sit.  Like for example, there are various dining places here that offer alfresco dining with a good, would be a good practice.  Some people have problems in digesting food and salivating, thus having a need for smoking.  Another consideration is placing a small utility room inside the area in which one can practice smoking.  This is the place in which one can either enter into a sting without affecting others.  Of course, this place would be good if it had good ventilation in order to avoid suffocating the person inside the venue.  Of course, in my opinion, I clearly state that smoking should not be banned in restaurants.  Smoking should not be banned in restaurants."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_PTJ2_071_B1_2.mp3,B2,part-time employment," I cannot really attend with the idea of college students working part-time jobs, because first of all, it can affect the studies and academics.  The stress that they will be getting from working part-time could really affect their performance inside their universities.  The studies would be really affected, particularly because working part-time could possibly limit the amount of time the student needs to study his or her lessons.  Part-time jobs, I think, are not really necessary for the students who can afford to pay their tuition fees.  But for those who are having a hard time financially, part-time jobs for the students, I think, should be fairly limited to under a couple of reasonable hours.  Part-time is to balance their studies and academics so that their performance in their universities will not be really affected."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_PTJ1_099_B1_2.mp3,B2,part-time employment," I agree. I agree this, I agree this opinion, I agree this opinion because to disagree people  or what a part-time job is claiming that it can't be left behind the schoolwork.  But I think part-time jobs are in encourage students or valuable experience, they"
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_PTJ1_033_B1_2.mp3,B2,part-time employment," Some people today say that students need to have a part-time job, but for me it's not  necessary if they can afford their studies, but sometimes they work for them to have extra  allowance.  But some people doesn't need to work now if they afford it.  But for me it's fine to work, it's actually better than not working because if you work  you gain sense of responsibility and after studies you know what to do, where to find  jobs and how to make jobs and not only that but you also help yourself and your parents  and you save a lot of money, but at the same time sometimes people cannot, you know, drop"
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_PTJ1_051_B1_2.mp3,B2,part-time employment," I agree with how the students can have a part-time job.  I think it is important for the four-year-old students.  I have some reasons.  The first one is because they can get some experience from their working, from working  at not school but from the restaurant or some places.  They can get along with others and they can get some experiences from how to communicate  with customers and they have to manage their time for studying or to getting their work.  And I think it is a good experience for all students."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PAK_N400/SM_PAK_SMK2_049_B1_2.mp3,B2,smoking in restaurants," I agree with this statement. Smoking is because of pollution. It can damage the natural environment. It is not helpful for people. It can hurt their health and damage their health. It should be banned all over the country and inside the hotel and restaurants.  There should be separate places for them to smoke. They can smoke there and enjoy themselves, but they should be banned for those people who can't afford smoking. The home health can't afford the smoke.  Hotels are public place and smoking should be banned all over the public place. Smoke can destroy the environment and physical health of the people. So it should be banned in public places."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_TWN_N400/SM_TWN_SMK1_020_B1_2.mp3,B2,smoking in restaurants," I quite agree. People usually enjoy their time and relax themselves after a long day of work in the restaurant to communicate or chat with their friends, family members.  So, it's an amazing, interesting time, relaxing time. However, if someone around you is smoking, you will be awful.  And it's very, in the absence of all smells of smoking. So, it's very damaging for people. So, we cannot allow people to smoke when we are eating food.  Thank you."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PHL_N400/SM_PHL_SMK2_066_B1_2.mp3,B2,smoking in restaurants, I believe that smoking should be banned in the restaurants because you are endangering  others because when they are eating they are also taking up the smoke that you have exhaled  from your body and through this the chemicals that you have exhaled from your body can go  through theirs and can give them cancer as well and with this ban of smoking in the restaurants  should be done and approved because it doesn't help anyone but it helps the but it also helps  the future to be banned.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_SMK2_060_B1_2.mp3,B2,smoking in restaurants, Then the smoking in the non-smoke in the restaurant is important because restaurants is many people.  They are eating some food as well.  The country have to then the smoke people smoke in the restaurant.  So the restaurant people will have to have the time to their eating food time.  Smoking is not good for their food because the smoke will be absorb the food and the food is not good for their health.  The health point is also a checking point in this time.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PAK_N400/SM_PAK_SMK1_075_B1_2.mp3,B2,smoking in restaurants," Well, smoking should be completely banned at all the restaurants in the country.  I wonder whether this statement is only confined to restaurants.  I am suggesting that it should be banned at all the workplaces, at all the public places  and in the scientific era, we know even that what are the harmful effects of smoking.  So why should we allow it at places like the restaurants or any other place?  Because we all know that smoking is detrimental for health, smoking is harmful for health.  It is not good for the human beings.  It is a source of quattering lung skin.  In the places like the restaurants, the other places, public comes for the sake of enjoyment,  for the sake of having tea, for the sake of having fun, for the purpose of taking it."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_KOR_N400/SM_KOR_SMK2_013_B1_2.mp3,B2,smoking in restaurants, Smoking.  Detect.  Control.  People.  Have.  Who.  Smoking.  Smoking.  But the worst  another people  who  nearby smoking  person  so I don't like smoking.
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_PTJ2_060_B1_2.mp3,B2,part-time employment," On a great research topic, the part-time job can improve the comprehensive ability of the  college students. To the college students, they will have the opportunity to contact  with the people in society and it will lead the foundation for them when they graduate  from the university and get into the society. And for the restaurants or some companies,  they will have more chance to employ more people who want to cost the university students  who will need less money than the people who are in the society. It can save their money  and the university students can."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_CHN_N600/SM_CHN_SMK1_019_B1_2.mp3,B2,smoking in restaurants," There is no doubt that smoking is one of the most cruel killer in the world.  Until now, not only smokers, but so-secondhand smokers suffer from poisoned smoke,  and made disease resulting from it.  Many public places find that no smoking, but it doesn't work.  However, I insisted that smoking should be completely banned at all the restaurants in the country.  In my opinion, smoking is directly for the kid and mother.  Smokers hurt their own lungs, and at the same time,  people around the smoker also breathe in the poison, the scars, especially."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_SIN_N200/SM_SIN_PTJ2_022_B1_2.mp3,B2,part-time employment," I disagree with the third one, because having a part-time job will actually result in the student devoting less time for study, and hence, it will have a speed of time.  It's great.  Besides that, having a part-time job is the person who is responsible for the job.  And actually, to do the job well, he has actually been devoted to the job as well.  And this is actually, this actually generates more stress in the course of study, and also, at the same time, adversity effect is great.  However, having a job could also really benefit by financial burdens.  As we know, the user fees are very expensive.  Having a part-time job could actually help keep our heart to actually alleviate the financial stress."
/home/ap4617/TOEFLBOT/ToeflBot/icnale_audio/ICNALE_SM_Audio/ICNALE_SM_PAK_N400/SM_PAK_PTJ1_006_B1_2.mp3,B2,part-time employment," The part-time job is to do part-time jobs, to meet your example during the studies, and  there are circumstances, compulsive, to do part-time jobs, but to somehow have bad effects  on your studies, because they have to spend a lot of time in COVID and COVID-19 opportunities  for COVID-19, and after this, they have to do their part-time jobs to meet their experiences.  So, they do not have to suffer time if they do not get suffered time during the studies,  so it affects your health also, and it affects your history also, because it is continuously working."
